0	93.0000
1	93.0000
2	91.0000
3	91.2500
4	95.5000
5	94.0000
6	92.2500
7	93.7500
8	93.7500
9	91.0000
10	88.2500
11	78.2500
12	70.2500
13	65.6667
14	63.2000
15	63.7143
16	64.0000
17	82.0000
18	82.1429
19	80.7500
20	76.2500
21	80.1667
22	81.7500
23	86.7143
