2025-12-04	71.2
2025-12-05	72.1
2025-12-06	76.2
2025-12-08	70.0
2025-12-09	73.0
2025-12-10	72.4
2025-12-11	62.7
2025-12-13	73.8
2025-12-14	75.0
2025-12-15	74.0
