0	76.5000
1	76.2500
2	75.7500
3	75.5000
4	76.2500
5	75.7500
6	76.0000
7	76.0000
8	76.0000
9	77.0000
10	79.7500
11	83.0000
12	85.2500
13	87.0000
14	86.0000
15	86.2857
16	85.2000
17	82.0000
18	83.0000
19	81.0000
20	80.0000
21	79.2500
22	78.0000
23	77.3333
