0 24.72
1 24.58
2 24.31
3 24.17
4 24.58
5 24.31
6 24.44
7 24.44
8 24.44
9 25.00
10 26.53
11 28.33
12 29.58
13 30.56
14 30.00
15 30.16
16 29.56
17 27.78
18 28.33
19 27.22
20 26.67
21 26.25
22 25.56
23 25.19
