0 24.72 28.61
1 24.58 29.03
2 24.31 29.31
3 24.17 28.06
4 24.58 29.17
5 24.31 28.47
6 24.44 27.22
7 24.44 27.78
8 24.44 29.31
9 25.00 29.86
10 26.53 33.47
11 28.33 35.42
12 29.58 36.25
13 30.56 38.89
14 30.00 39.67
15 30.16 36.35
16 29.56 36.00
17 25.19 30.37
18 27.70 30.24
19 26.67 30.00
20 26.67 29.26
21 26.25 27.78
22 25.56 29.44
23 25.19 30.19
